
---------- Begin Simulation Statistics ----------
final_tick                                10403890000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 165607                       # Simulator instruction rate (inst/s)
host_mem_usage                                 662008                       # Number of bytes of host memory used
host_op_rate                                   175647                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                   252.65                       # Real time elapsed on the host
host_tick_rate                               41178312                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                    41841385                       # Number of instructions simulated
sim_ops                                      44377998                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.010404                       # Number of seconds simulated
sim_ticks                                 10403890000                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 163099707                       # number of cc regfile reads
system.cpu.cc_regfile_writes                 29051240                       # number of cc regfile writes
system.cpu.committedInsts                    41841385                       # Number of Instructions Simulated
system.cpu.committedOps                      44377998                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.497301                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.497301                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           50452                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts               116523                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                 10233779                       # Number of branches executed
system.cpu.iew.exec_nop                             0                       # number of nop insts executed
system.cpu.iew.exec_rate                     2.176254                       # Inst execution rate
system.cpu.iew.exec_refs                     14077523                       # number of memory reference insts executed
system.cpu.iew.exec_stores                    4872815                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                  198197                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts               9346810                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts              21763                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts            148510                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts              4988888                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts            46163960                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts               9204708                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts            114179                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts              45283023                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   1942                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                   432                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                 114626                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                  2911                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents            648                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect        11160                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect         105363                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                  37758225                       # num instructions consuming a value
system.cpu.iew.wb_count                      45088246                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.628580                       # average fanout of values written-back
system.cpu.iew.wb_producers                  23734061                       # num instructions producing a value
system.cpu.iew.wb_rate                       2.166894                       # insts written-back per cycle
system.cpu.iew.wb_sent                       45173728                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads                 46251447                       # number of integer regfile reads
system.cpu.int_regfile_writes                20906768                       # number of integer regfile writes
system.cpu.ipc                               2.010853                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         2.010853                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::SimdSha1Hash               0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha1Hash2              0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash             0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSha256Hash2            0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma2              0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShaSigma3              0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::SimdPredAlu                0      0.00%     68.90% # Type of FU issued
system.cpu.iq.FU_type_0::MemRead              9233365     20.34%     89.24% # Type of FU issued
system.cpu.iq.FU_type_0::MemWrite             4886972     10.76%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemRead               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMemWrite              0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::IprAccess                  0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::InstPrefetch               0      0.00%    100.00% # Type of FU issued
system.cpu.iq.FU_type_0::total               45397202                       # Type of FU issued
system.cpu.iq.fp_alu_accesses                       0                       # Number of floating point alu accesses
system.cpu.iq.fp_inst_queue_reads                   0                       # Number of floating instruction queue reads
system.cpu.iq.fp_inst_queue_wakeup_accesses            0                       # Number of floating instruction queue wakeup accesses
system.cpu.iq.fp_inst_queue_writes                  0                       # Number of floating instruction queue writes
system.cpu.iq.fu_busy_cnt                      188292                       # FU busy when requested
system.cpu.iq.fu_busy_rate                   0.004148                       # FU busy rate (busy events/executed inst)
system.cpu.iq.fu_full::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IntAlu                    7819      4.15%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::IntMult                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::IntDiv                       0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatAdd                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCmp                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatCvt                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMult                    0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMultAcc                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatDiv                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMisc                    0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatSqrt                    0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAdd                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAddAcc                   0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAlu                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCmp                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdCvt                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMisc                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMult                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdMultAcc                  0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShift                    0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShiftAcc                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdDiv                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSqrt                     0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAdd                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatAlu                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCmp                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatCvt                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatDiv                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMisc                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMult                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatMultAcc             0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatSqrt                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAdd                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceAlu                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdReduceCmp                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceAdd            0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdFloatReduceCmp            0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAes                      0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdAesMix                   0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash                 0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha1Hash2                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash               0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdSha256Hash2              0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma2                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdShaSigma3                0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::SimdPredAlu                  0      0.00%      4.15% # attempts to use FU when none available
system.cpu.iq.fu_full::MemRead                 116493     61.87%     66.02% # attempts to use FU when none available
system.cpu.iq.fu_full::MemWrite                 63980     33.98%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemRead                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::FloatMemWrite                0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::IprAccess                    0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.fu_full::InstPrefetch                 0      0.00%    100.00% # attempts to use FU when none available
system.cpu.iq.int_alu_accesses               45585481                       # Number of integer alu accesses
system.cpu.iq.int_inst_queue_reads          111741129                       # Number of integer instruction queue reads
system.cpu.iq.int_inst_queue_wakeup_accesses     45088246                       # Number of integer instruction queue wakeup accesses
system.cpu.iq.int_inst_queue_writes          47950566                       # Number of integer instruction queue writes
system.cpu.iq.iqInstsAdded                   46121237                       # Number of instructions added to the IQ (excludes non-spec)
system.cpu.iq.iqInstsIssued                  45397202                       # Number of instructions issued
system.cpu.iq.iqNonSpecInstsAdded               42723                       # Number of non-speculative instructions added to the IQ
system.cpu.iq.iqSquashedInstsExamined         1785961                       # Number of squashed instructions iterated over during squash; mainly for profiling
system.cpu.iq.iqSquashedInstsIssued              1104                       # Number of squashed instructions issued
system.cpu.iq.iqSquashedNonSpecRemoved            564                       # Number of squashed non-spec instructions that were removed
system.cpu.iq.iqSquashedOperandsExamined      4612560                       # Number of squashed operands that are examined and possibly removed from graph
system.cpu.iq.issued_per_cycle::samples      20757329                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::mean         2.187044                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::stdev        2.247234                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::underflows            0      0.00%      0.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::0             6798909     32.75%     32.75% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::1             4010609     19.32%     52.08% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::2             1484154      7.15%     59.23% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::3             3299223     15.89%     75.12% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::4              739374      3.56%     78.68% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::5             2423232     11.67%     90.36% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::6             1229213      5.92%     96.28% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::7              109238      0.53%     96.80% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::8              663377      3.20%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::overflows            0      0.00%    100.00% # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::min_value            0                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::max_value            8                       # Number of insts issued each cycle
system.cpu.iq.issued_per_cycle::total        20757329                       # Number of insts issued each cycle
system.cpu.iq.rate                           2.181742                       # Inst issue rate
system.cpu.iq.vec_alu_accesses                      0                       # Number of vector alu accesses
system.cpu.iq.vec_inst_queue_reads                  0                       # Number of vector instruction queue reads
system.cpu.iq.vec_inst_queue_wakeup_accesses            0                       # Number of vector instruction queue wakeup accesses
system.cpu.iq.vec_inst_queue_writes                 0                       # Number of vector instruction queue writes
system.cpu.memDep0.conflictingLoads           1751763                       # Number of conflicting loads.
system.cpu.memDep0.conflictingStores          1368863                       # Number of conflicting stores.
system.cpu.memDep0.insertedLoads              9346810                       # Number of loads inserted to the mem dependence unit.
system.cpu.memDep0.insertedStores             4988888                       # Number of stores inserted to the mem dependence unit.
system.cpu.misc_regfile_reads               107492275                       # number of misc regfile reads
system.cpu.misc_regfile_writes                  83841                       # number of misc regfile writes
system.cpu.numCycles                         20807781                       # number of cpu cycles simulated
system.cpu.numWorkItemsCompleted                    0                       # number of work items this cpu completed
system.cpu.numWorkItemsStarted                      0                       # number of work items this cpu started
system.cpu.timesIdled                             503                       # Number of times that the entire CPU went into an idle state and unscheduled itself
system.cpu.vec_regfile_reads                       16                       # number of vector regfile reads
system.cpu.workload.numSyscalls                   239                       # Number of system calls
system.membus.snoop_filter.hit_multi_requests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.membus.snoop_filter.hit_single_requests            0                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.membus.snoop_filter.tot_requests          1829                       # Total number of requests made to the snoop filter.
system.membus.snoop_filter.tot_snoops               0                       # Total number of snoops made to the snoop filter.
system.tol2bus.snoop_filter.hit_multi_requests          126                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_multi_snoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data.
system.tol2bus.snoop_filter.hit_single_requests        22963                       # Number of requests hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.hit_single_snoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data.
system.tol2bus.snoop_filter.tot_requests        47214                       # Total number of requests made to the snoop filter.
system.tol2bus.snoop_filter.tot_snoops              0                       # Total number of snoops made to the snoop filter.
system.clk_domain.clock                          1000                       # Clock period in ticks
system.cpu.branchPred.lookups                10784807                       # Number of BP lookups
system.cpu.branchPred.condPredicted           9924764                       # Number of conditional branches predicted
system.cpu.branchPred.condIncorrect            114270                       # Number of conditional branches incorrect
system.cpu.branchPred.BTBLookups              5983334                       # Number of BTB lookups
system.cpu.branchPred.BTBHits                 5972359                       # Number of BTB hits
system.cpu.branchPred.BTBHitPct             99.816574                       # BTB Hit Percentage
system.cpu.branchPred.RASUsed                  263000                       # Number of times the RAS was used to get a target.
system.cpu.branchPred.RASIncorrect              31715                       # Number of incorrect RAS predictions.
system.cpu.branchPred.indirectLookups          172498                       # Number of indirect predictor lookups.
system.cpu.branchPred.indirectHits             171720                       # Number of indirect target hits.
system.cpu.branchPred.indirectMisses              778                       # Number of indirect misses.
system.cpu.branchPred.indirectMispredicted          260                       # Number of mispredicted indirect branches.
system.cpu.commit.commitSquashedInsts         1785900                       # The number of squashed insts skipped by commit
system.cpu.commit.commitNonSpecStalls           42159                       # The number of times commit has been forced to stall to communicate backwards
system.cpu.commit.branchMispredicts            113837                       # The number of times a branch was mispredicted
system.cpu.commit.numCommittedDist::samples     20477234                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::mean     2.167187                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::stdev     2.401059                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::underflows            0      0.00%      0.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::0         4278127     20.89%     20.89% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::1         6587290     32.17%     53.06% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::2         5151214     25.16%     78.22% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::3          286275      1.40%     79.61% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::4         1473264      7.19%     86.81% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::5          105335      0.51%     87.32% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::6          234556      1.15%     88.47% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::7           86996      0.42%     88.89% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::8         2274177     11.11%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::overflows            0      0.00%    100.00% # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::min_value            0                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::max_value            8                       # Number of insts commited each cycle
system.cpu.commit.numCommittedDist::total     20477234                       # Number of insts commited each cycle
system.cpu.commit.instsCommitted             41841385                       # Number of instructions committed
system.cpu.commit.opsCommitted               44377998                       # Number of ops (including micro ops) committed
system.cpu.commit.memRefs                    13698011                       # Number of memory references committed
system.cpu.commit.loads                       8917926                       # Number of loads committed
system.cpu.commit.amos                              0                       # Number of atomic instructions committed
system.cpu.commit.membars                       20960                       # Number of memory barriers committed
system.cpu.commit.branches                   10103130                       # Number of branches committed
system.cpu.commit.vector                            0                       # Number of committed Vector instructions.
system.cpu.commit.floating                          0                       # Number of committed floating point instructions.
system.cpu.commit.integer                    34848669                       # Number of committed integer instructions.
system.cpu.commit.functionCalls                209370                       # Number of function calls committed.
system.cpu.commit.committedInstType_0::No_OpClass            0      0.00%      0.00% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntAlu     30660519     69.09%     69.09% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntMult        19468      0.04%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::IntDiv            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatAdd            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCmp            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatCvt            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMult            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMultAcc            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatDiv            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatMisc            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::FloatSqrt            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAdd            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAddAcc            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdAlu            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCmp            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdCvt            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMisc            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMult            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdMultAcc            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShift            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdShiftAcc            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdDiv            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdSqrt            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAdd            0      0.00%     69.13% # Class of committed instruction
system.cpu.commit.committedInstType_0::SimdFloatAlu            0      0.00%     69.13% # Class of committed instruction
